Key	Category	en	hu	it	lv	fi	pt	de	ru	pl	zh	fr	es	cs	es-ar	sv	hr	nl	sl	ar	ms	id	pt-br	tr	hi	el	zh-cn	fa-ir	sr	ro	vi	Your language here
alias	2	Assignable alias for every mailbox	Postafiókokhoz rendelhető alias (álnév)!	Alias assegnabili ad ogni casella di posta!	Piešķiramie aizstājvārdi katrai pastkastītei			Zuweisbare Aliase für jede Mailbox	Назначаемый псевдоним каждому почтовому ящику	Przypisywany alias dla każdej skrzynki pocztowej					Alias asignables para cada cuenta						Nama yang boleh diserahhakkan bagi setiap peti mel	Alias bisa digunakan untuktiap mailbox	Alias atribuível para cada caixa de correio			Ψευδώνυμα για κάθε γραμματοκιβώτιο					Bí danh có thể gán cho mọi hộp thư	
	8	If you don't want anybody reading your mail, set an alias for your mailbox.  You hand out the alias, and accessing the messages is only possible from the original mailbox, not from the alias!	Ha nem szeretnéd, hogy bárki olvasgassa az emailjeidet, hozzárendelhetsz alias-t egy postafiókhoz, majd az aliast adod meg mindenkinek. Az érkezett üzenetek csak az eredeti postafióknál olvashatóak, az aliasnál nem!	Se non vuoi che nessuno legga la tua posta crea un alias per la tua casella di posta. Comunica l'alias a chi vuoi, poiché è possibile accedere ai messaggi solo con la casella di posta originale, non con l'alias!	Ja jūs nevēlaties, lai kāds lasītu jūsu pastu, piešķiriet savai pastkastītei aizstājvārdu. Piešķirot aizstājvārdu piekļuve ziņojumiem kļūst iespējama vienīgi no oriģinālās pastkastītes, nevis izmantojot aizstājvārdu!			Wenn Du nicht möchtest, dass jeder Deine E-Mails liest weise Deiner Mailbox einen Alias zu. Du gibst den Alias raus, der Abruf der NAchricht ist aber nur über den Original Mailboxnamen möglich, nicht über den Alias!	Если вы не хотите, чтобы кто-то читал вашу почту, то установите псевдоним для вашего почтового ящика. Вы, не задумываясь, раздаёте псевдоним, но доступ к сообщениям возможен только через исходный почтовый ящик, а не через псевдоним!	Jeśli nie chcesz, aby ktoś czytał twoją pocztę, ustaw alias dla swojej skrzynki pocztowej. Rozdajesz alias, a dostęp do wiadomości jest możliwy tylko z oryginalnej skrzynki pocztowej, a nie z aliasu!					Si no querés que nadie lea tu correo, configurá un alias para tu cuenta. ¡Utilizá tu alias para darle tu dirección a los demás, ya que sólo es posible acceder a los mensajes desde la cuenta original, no de los alias!						Jika anda tidak mahu orang lain membaca emel anda, tetapkan nama lain untuk peti mel anda. Anda hanya boleh mengakses mesej dari peti mel yang asal, bukan dari nama lain!	Jika anda tidak ingin semua orang bisa membaca email anda, buat alias pada mailbox anda. Yang anda kirimkan adalah aliasnya, sementara yang anda baca adalah nama mailbox asli karena email hanya bisa dibaca dari nama mailbox, bukan nama aliasnya.	Se você não quer que ninguém leia seus e-mails, defina um alias para a sua caixa de correio. Você distribuir o alias, mas o acesso as mensagens só é possível a partir do e-mail original, não a partir do apelido!			Αν δεν θέλετε να διαβάζει κανείς το ταχυδρομείο σας, ορίστε ένα ψευδώνυμο για το γραμματοκιβώτιό σας. Χρησιμοποιείτε το ψευδώνυμο ενώ η πρόσβαση στα μηνύματα είναι δυνατή μόνο με χρήση του αρχικού γραμματοκιβώτιου και όχι από το ψευδώνυμο!					Nếu bạn không muốn ai đó đọc thư của mình, hãy đặt bí danh cho hộp thư của bạn.  Bạn cung cấp bí danh và chỉ có thể truy cập thư từ hộp thư gốc, không phải từ bí danh!	
																																
	8	Just open a mailbox and click the tools icon to assign an alias for that mailbox.  You can set any name you want, as long as its an empty mailbox. Mailbox names cannot be used that are already aliases or have alias associations. The naming restrictions also apply (see at end of page).	Bármely postafióknál a csavarkulcs ikonra kattintva megnyílik a beállítások oldal, ahol felaljánlja hogy hozzárendelj egy aliast. Itt megadhatsz egy üres postafiók nevet.  Nem használhatók olyan nevek mihez már van alias rendelve, vagy ami már egy másik postafiók aliasa.   A használható karaktereket lásd az oldal alján.	Se apri una casella senza messaggi puoi assegnare un alias a quella casella. Puoi assegnare qualsiasi alias tu voglia sempre che anche l'alias sia una casella di posta vuota. Infatti se potessi usare per alias una casella di posta che non fosse vuota questo farebbe si che tutti i messaggi in quella casella venissero reindirizzati alla tua comportando la perdita da parte dell'utente originale della sua casella di posta. Naturalmente non puoi usare un nome che corrisponda ad un alias già assegnato ed inoltre vi sono alcune restrizioni sui nomi (vedi fondo pagina).	Ja jūs atverat pastkastīti, kura nesatur ziņojumus, jūs tai varat piešķirt aizstājvārdu. Jūs varat izvēlēties jebkuru sev tīkamu nosaukumu, jo aiz aizstājvārda arī tiek izmantota tukša pastkastīte. Ja jūs varētu lietot pastkastīti, kura nav tukša, kā aizstājvārdu, tad viss pasts no šīs pastkastītes tiktu novirzīts uz jūsu pastkastīti, tādā veidā oriģinālais lietotājs pazaudētu savu pastkastīti. Protams, jūs nevarat izmantot nosaukumu, kurš jau ir piešķirts jau esošam aizstājvārdam, tāpat arī jāievēro nosaukumu došanas ierobežojumi (skatīt lapas beigās).			Sobald Du eine leere Mailbox öffnest, kannst Du einen Alias zuweisen. Das darf jeder beliebige Name sein, solange es unter dem Alias eine ebenfalls leere Mailbox gibt. Sonst würde auf die in der Alias-Mailbox liegenden Mails ja nicht mehr zugegriffen werden können. Ebenfalls kann kein Aliasname gewählt werden den en bereits gibt. Die Zeicheneinschränkungen (siehe unten) gelten ebenfalls für Aliase.	Если вы откроете почтовый ящик, в котором нет сообщений, то вы можете назначить псевдоним для этого ящика. Вы можете задать любое имя, какое хотите, пока с этим псевдонимом также имеется пустой почтовый ящик. Это оттого что, если бы вы могли использовать не пустой ящик в качестве псевдонима, то это бы означало перенаправление всей почты с этого почтового ящика на ваш, тем самым настоящий пользователь теряет свой почтовый ящик. Конечно, вы не сможете использовать имя, которое уже назначено, как псевдоним, а также ограничения, применяемые к наименованию (см. в конце страницы).	Wystarczy otworzyć skrzynkę pocztową i kliknąć ikonę narzędzi, aby przypisać alias dla tej skrzynki pocztowej. Możesz ustawić dowolną nazwę, o ile jest pusta. Nie można używać nazw skrzynek pocztowych, które są już aliasami lub mają powiązania aliasów. Obowiązują również ograniczenia nazw (patrz na końcu strony).					Si abrís una cuenta sin mensajes previos, le podés asignar un alias. Podés elegir cualquier nombre que quieras, siempre y cuando la cuenta de correo esté vacía. Los nombres de cuentas no se pueden utilizar ya que ya son alias o tienen un alias asociado. Las restricciones de nomenclatura también se aplican (mirá al final de la página).						Jika anda membuka peti mel dan tiada mesej, anda boleh menetapkan nama untuk peti mel itu. Anda boleh menetapkan apa-apa nama yang anda mahu, selagi peti mel itu kosong. Nama-nama peti mel tidak boleh digunakan sekiranya ia telah digunakan di peti mel yang lain. Batasan nama juga dikenakan (lihat @ akhir halaman).	Jika anda membuka mailbox yang belum berisi pesan sama sekali, anda bisa membuat alias untuk mailbox tersebut. Tentukan apapun nama yang anda mau asalkan mailbox masih kosong. Nama mailbox tidak bisa menggunakan alias yang sudah digunakan orang lain atau sudah mempunyai alias lain. Kami juga menerapkan batasan penamaan (lihat @ akhir halaman).	Se você abrir uma caixa de correio sem mensagens, você pode atribuir um alias para essa caixa de correio. Você pode definir o nome que quiser, contanto que seja uma caixa de correio vazia. Nomes de caixa de correio não podem ser usados se já são aliases ou têm associações de alias. As restrições de nomenclatura também se aplicam (ver @ no final da página).			Απλά ανοίξτε ένα γραμματοκιβώτιο και κάντε κλικ στο εικονίδιο εργαλείων για να αντιστοιχίσετε ένα ψευδώνυμο για αυτό το γραμματοκιβώτιο. Μπορείτε να ορίσετε οποιοδήποτε όνομα θέλετε, αρκεί να είναι ένα κενό γραμματοκιβώτιο. Τα ονόματα γραμματοκιβωτίου δεν μπορούν να χρησιμοποιηθούν που είναι ήδη ψευδώνυμα ή έχουν ψευδώνυμο. Οι περιορισμοί ονομασίας ισχύουν επίσης (βλ. στο τέλος της σελίδας).					Chỉ cần mở một hộp thư và nhấp vào biểu tượng công cụ để gán bí danh cho hộp thư đó.  Bạn có thể đặt bất kỳ tên nào bạn muốn, miễn là tên đó là một hộp thư trống.  Không thể sử dụng tên hộp thư đã là bí danh hoặc có liên kết bí danh.  Các giới hạn đặt tên cũng được áp dụng (xem ở cuối trang).	
																																
	8	For example let's say you assign the alias **nudac6** to the mailbox **magnic**!	A példa kedvéért a postafiók legyen magnic, az aliasa pedig nudac6!	Mettiamo per esempio che tu assegni l'alias nudac6 alla casella di posta magnic!	Piemēram, jūs piešķirat aizstājvārdu nudac6 pastkastītei magnic!			Nehmen wir, an, Du weist den Alias nudac6 der Mailbox magnic zu!	Например, скажем, вы назначаете псевдоним nudac6 почтовому ящику magnic!	Na przykład załóżmy, że przypisujesz alias nudac6 do magnum skrzynki pocztowej !					Por ejemplo, digamos que asignas el alias **nudac6** a la cuenta **magnic**.						Sebagai contoh, anda menetapkan nama **nudac6** ke peti mel **magnic**!	Misalnya, anda membuat alias **nudac6** untuk mailbox **magnic**!	Por exemplo, digamos que você atribuir o alias **nudac6** à caixa de correio **magnic**!			Για παράδειγμα, ας πούμε ότι ορίσατε το ψευδώνυμο **nudac6** στο γραμματοκιβώτιο **magnic**!					Ví dụ: giả sử bạn gán bí danh **PhongInk** cho hộp thư **phongga018**!	
																																
	8	 If somebody opens nudac6, there will be an error message stating this is an alias, sending mail here is redirected elsewhere, and no email messages can be viewed here.  And at magnic you can view the associated alias(es) on the settings page accessible with the tools icon.	Ha valaki megnyitja a nudac6-ot, akkor kiírja hogy ez egy alias, és másik címre mennek az üzenetek, itt nem jelennek meg egyáltalán. A magnic-nél pedig mindig kiírja hogy a nudac6 az alias, arra küldött üzenetek ide jönnek.	Se qualcuno apre nudac6 apparirà un messaggio di errore ricordando che quello è un alias che spedisce i messaggi altrove e che nessun messaggio potrà essere visto lì. A magnic nel frattempo arriverà un avviso ricordando che l'alias assegnato è nudac6.	Ja kāds atvērs nudac6 parādīsies paziņojums par kļūmi; aizstājvārda pastkastītes ienākošais pasts tiek pārsūtīts citur un e-pasta ziņojumus šeit nav iespējams aplūkot. Savukārt magnic pastkastītē būs redzams atgādinājums, ka piešķirtais aizstājvārds ir nudac6.			Sobald jemand nudac6 öffnet erhält er eine Fehlermeldung, dass dies ein Aliasname sei und die hierhin geschickte Mail woanders aufläuft. Im Postfach magnic steht ein Hinweis, dass dies ein Alias zu nudac6 ist.	Если кто-то откроет nudac6, то там будет сообщение об ошибке констатирующее, что это такой-то псевдоним и посылаемая сюда почта куда-то перенаправляется, и что электронных сообщений здесь просмотреть нельзя. А на почтовом ящике magnic будет напоминание гласящее, что назначенный псевдоним nudac6.	Jeśli ktoś otworzy nudac6, pojawi się komunikat o błędzie z informacją, że jest to alias, wysyłanie wiadomości tutaj jest przekierowywane gdzie indziej, a tutaj nie można przeglądać żadnych wiadomości e-mail. A w magnic można zobaczyć powiązane aliasy na stronie ustawień dostępnych za pomocą ikony narzędzi.					Si alguien abre nudac6, verá un mensaje de error que indica que este es un alias, y que el envío de correo hacia este alias se redirige a otra parte, y no hay ningún mensaje de correo electrónico para ver por acá. Y en magnic aparece un recordatorio diciendo que el alias asignado es nudac6.						Jika seseorang membuka nudac6, akan ada mesej ralat yang menyatakan peti mel ini adalah nama yang telah digunakan sebagai alias, dan e-mel tidak boleh dilihat di sini. Dan di magnic akan diingatkan bahawa nama alias adalah nudac6.	Jika seseorang membuka nudac6, maka akan ditampilkan pesan kesalahan bahwa nama tersebut merupakan alias, email yang terkirim ke nama tersebut akan dialihkan ke nama lain dan tidak ada pesan email yang bisa dibaca dengan nama tersebut. Dan pada magnic akan ditulis bahwa alias yang berkaitan dengan nama tersebut adalah nudac6.	 Se alguém abrir nudac6, haverá uma mensagem de erro informando é um alias, o envio de e-mail aqui é redirecionado em outros lugares, e não há mensagens de e-mail para ser vistas aqui. E no magnic haverá um lembrete dizendo que o alias atribuído é nudac6.			Αν κάποιος ανοίξει το nudac6, θα υπάρχει ένα μήνυμα σφάλματος που δηλώνει ότι πρόκειται για ψευδώνυμο, το μήνυμα αποστολής ανακατευθύνεται αλλού και δεν μπορούν να προβληθούν εδώ μηνύματα ηλεκτρονικού ταχυδρομείου. Και στο magnic μπορείτε να δείτε το σχετικό ψευδώνυμο(α) στη σελίδα ρυθμίσεων που είναι προσβάσιμη με το εικονίδιο εργαλείων.					Nếu ai đó mở nudac6, sẽ có thông báo lỗi cho biết đây là bí danh, việc gửi thư ở đây sẽ bị chuyển hướng đến nơi khác và không thể xem thư email nào ở đây.  Và tại magnic, bạn có thể xem (các) bí danh liên quan trên trang cài đặt có thể truy cập bằng biểu tượng công cụ.	
																																
	8	Changing an alias and assigning multiple aliases is possible in the settings page accessible from the tools icon.	Aliast változtatni és több aliast hozzárendelni a beaállítások oldalon lehet a csavarkulcs ikonra kattintva.	Cambiare alias non è possibile. Tuttavia alle caselle di posta vuote viene resettato l'alias una volta al giorno e a quel punto diventa possibile assegnare un altro alias.	Aizstājvārda nomaiņa nav iespējama. Tomēr tukšām pastkastītēm aizstājvārdi tiek atiestatīti reizi dienā, līdz ar to tas ļauj veikt jauna aizstājvārda piešķiršanu.			Ein Alias kann nicht geändert werden; die Aliase leere Postfächer werden aber einmal am Tag resettet und können neu zugewiesen werden.	Изменение псевдонима невозможно. 	Zmiana aliasu i przypisanie wielu aliasów jest możliwa na stronie ustawień dostępnej z ikony narzędzi					No es posible cambiar un alias que ya fue asignado, los ajustes son permanentes.						Nama alias tidak boleh ditukar, tetapan adalah kekal.	Nama alias tidak bisa diubah, pengaturan ini bersifat permanen.	Mudar um alias não é for possível, as configurações são permanentes.			Μπορείτε να αλλάξετε ένα ψευδώνυμο και να ορίσετε πολλά ψευδώνυμα στη σελίδα ρυθμίσεων που είναι προσβάσιμη από το εικονίδιο εργαλείων.					Bạn có thể thay đổi bí danh và gán nhiều bí danh trong trang cài đặt có thể truy cập từ biểu tượng công cụ.	
																																
	2	Deleting messages	Törlés	Cancellazione dei messaggi	Ziņojumu dzēšana			Nachrichten löschen	Удаление сообщений	Kasowanie wiadomości					Eliminación de mensajes						Membuang mesej	Menghapus pesan	Excluindo mensagens			Διαγραφή μηνυμάτων					Xóa tin nhắn	
	8	Messages are automatically deleted in a short time, usually after a few days based on incoming mail rate. The current value can be found on the [statistics](/stats.html) page.	Az üzenetek automatikusan törlődnek rövid időn, általában egy héten belül. A jelenlegi érték megtekinthető a [statisztika](/stats.html) oldalon.	I messaggi vengono cancellati automaticamente, solitamente in un paio di giorni. Questo intervallo di tempo varia in base al numero di email in entrata; in ogni momento è possibile conoscere il valore corrente sulla [pagina delle statistiche](/stats.html).	Ziņojumi tiek automātiski dzēsti, kad to vecums sasniedz divus mēnešus. Šobrīd nav iespējams manuāli dzēst ziņojumus, taču nākotnē, iespējams, šāda funkcija būs pieejama.			Nachrichten werden automatisch nach zwei Monaten gelöscht. Im Moment ist nicht vorgesehen, Nachrichten händisch zu löschen (wir denken aber darüber nach).	Сообщения автоматически удаляются через два месяца. В настоящее время удалить вручную сообщение не получится, но такая функция, возможно, будет в будущем.	Wiadomości są automatycznie usuwane w krótkim czasie, zwykle po kilku dniach w oparciu o stawkę poczty przychodzącej. Aktualną wartość można znaleźć na stronie [statystyki] (/ stats.html).					Los mensajes se eliminan automáticamente en un período de tiempo corto, normalmente después de unos pocos días basados en la tasa de correo entrante. El valor actual lo podés encontrar en la página [Estadísticas](/stats.html).						Mesej akan dipadam secara automatik dalam masa yang singkat, biasanya selepas beberapa hari berdasarkan kadar mel masuk. Nilai semasa boleh didapati di halaman [statistics](/stats.html).	Pesan akan secara otomatis dihapus setelah beberapa waktu, biasanya setelah beberapa hari tergantung pada tingkat email yang masuk. Nilai yang berlaku bisa dilihat di halaman [statistik](/stats.html).	As mensagens são automaticamente excluídas em um curto período de tempo, geralmente após alguns dias com base na taxa de e-mails recebidos. O valor atual pode ser encontrado na página [estatísticas](/stats.html).			Τα μηνύματα διαγράφονται αυτόματα σε σύντομο χρονικό διάστημα, συνήθως μετά από λίγες μέρες, με βάση την ροή της εισερχόμενης αλληλογραφίας. Η τρέχουσα τιμή μπορεί να βρεθεί στη σελίδα [statistics](/stats.html).					Tin nhắn sẽ tự động bị xóa trong thời gian ngắn, thường là sau vài ngày dựa trên tốc độ thư đến.  Giá trị hiện tại có thể được tìm thấy trên trang [thống kê](/stats.html).	
																																
	8	You can manually delete a single message with the delete button above an opened email, or wipe out all the messages in a mailbox with the trash icon above the mail list.	Üzenetek manuális törlésére lehetőség van az email feletti kuka gomb segítségével.	È possibile cancellare un singolo messaggio, aprendolo e cliccando sul bottone "delete this email". Per eliminare tutti i messaggi nella casella email c'è un bottone sopra il loro elenco.				Sie können eine einzelne Nachricht mit der Delete-Taste löschen, oder alle Nachrichten durch wischen mit den Papierkorb-Icon über der Nachrichtenliste		Możesz ręcznie usunąć pojedynczą wiadomość za pomocą przycisku usuwania powyżej otwartej wiadomości e-mail lub wyczyścić wszystkie wiadomości w skrzynce pocztowej z ikoną kosza nad listą wiadomości.					Podés eliminar manualmente un solo mensaje con el botón de borrar encima de un mensaje de correo electrónico abierto, o podés borrar todos los mensajes de una cuenta con el botón que está arriba de la lista de correo.						Anda boleh membuang mesej secara manual dengan menekan butang buang di bahagian atas emel, atau menghapuskan semua mesej di dalam peti mel dengan menekan butang buang di atas senarai emel.	Anda bisa menghapus satu pesan secara manual lewat tombol Hapus di atas pesan yang sedang dibuka, atau menghapus semua pesan dalam mailbox lewat tombol di atas daftar pesan.	Você pode excluir manualmente uma única mensagem com o botão excluir acima de um e-mail aberto, ou apagar todas as mensagens em uma caixa de correio com o botão acima da lista de correio.			Μπορείτε να διαγράψετε χειροκίνητα ένα μήνυμα με το κουμπί διαγραφής πάνω από ένα μήνυμα ηλεκτρονικού ταχυδρομείου ή να διαγράψετε όλα τα μηνύματα σε ένα γραμματοκιβώτιο με το εικονίδιο του κάδου απορριμμάτων πάνω από τη λίστα αλληλογραφίας.					Bạn có thể xóa thủ công một thư bằng nút xóa phía trên email đã mở hoặc xóa tất cả thư trong hộp thư có biểu tượng thùng rác phía trên danh sách thư.	
																																
	2	Limitations	Limitációk	Limitazioni				Einschränkungen		Ograniczenia				Omezení	Limitaciones						Pengehadan	Batasan	Limitações			Περιορισμοί					Hạn chế	
	3	Receive only	Csak e-mail fogadás	Le caselle di posta possono solo ricevere messaggi	Tikai saņemšana			Nur empfangen	Только получение	Odbierz tylko				Pouze příjem zpráv	Sólo recepción						Menerima sahaja	Hanya menerima	Recebe apenas			Λήψη μόνο					Chỉ nhận	
	8	No email sending at this time.	Üzenetek küldésére nincsen lehetőség.	Non è ancora abilitata la spedizione di messaggi.	Pagaidām e-pastu izsūtīšana nav iespējama.			Im Moment werden keine Nachrichten versendet.	В данное время почта не отсылается.	Brak wysyłania wiadomości e-mail w tej chwili				V tuto dobu nelze odeslat zprávy.	Por el momento no podés enviar mensajes desde tu cuenta, solamente podés recibirlos.						Tidak boleh menghantar emel buat masa ini.	Saat ini tidak bisa mengirim email.	Nenhum e-mail pode ser enviando até este momento.			Όχι αποστολή προς το παρόν.					Không có email gửi vào lúc này.	
																																
	3	Message size	E-mail méret	Dimensione dei messaggi	Ziņojuma izmērs			Nachrichtengrösse	Размер сообщения	Rozmiar wiadomości				Velikost zprávy.	Tamaño del mensaje						Saiz mesej	Ukuran pesan	Tamanho da mensagem			Μέγεθος μηνύματος					Độ dài tin nhắn	
	8	The size of a message can be 500 kilobytes at most. Bigger emails are *rejected*.	Egy üzenet mérete legfeljebb 500 kilobyte lehet. Az ennél nagyobb méretű emailek visszautasításra kerülnek.	La dimensione massima di un messaggio è di 500kb. Le email che eccedono questo limite non saranno accessibili.	Lielākais ziņojums izmērs var būt 500 kilobaiti. Ziņojuma daļas, kuras pārsniegs šo apjomu, lietotājiem nebūs pieejamas.			Nachrichten dürfen maximal 500 Kilobytes gross sein, alles darüber Hinausgehende ist nicht abrufbar.	Размер сообщения может быть не более 500 килобайт. Сегменты, выходящие за это значение, будут не доступны.	Rozmiar wiadomości może wynosić maksymalnie 500 kilobajtów. Większe e-maile są odrzucane .				Velikost zprávy nesmí být více než 500 kB. Větší zprávy budou odmítnuty.	El tamaño de un mensaje puede ser de hasta 500 kilobytes. Los mensajes de correo electrónico más grandes son *rechazados*.						Saiz mesej yang dibenarkan adalah 500 kilobytes. E-mel yang bersaiz lebih besar dari itu akan *ditolak*.	Ukuran maksimal sebuah pesan adalah 500kb. Ukuran yang lebih besar otomatis *ditolak*.	O tamanho de uma mensagem pode ser de, no máximo, 500 kilobytes. E-mails maiores são *rejeitadas*.			Το μέγεθος του μηνύματος είναι μέχρι 500 kilobytes. μεγαλύτερα emails *απορρίπτονται*.					Tin nhắn không được phép viết dài hơn 500 từ. Các thư viết dài hơn sẽ bị *loại*.	
																																
	3	Mailbox naming	Használható nevek	Denominazione delle caselle	Pastkastītes nosaukšana vārdā			Postfachnamen	Наименование почтового ящика	Nazewnictwo skrzynek pocztowych				Jméno mailboxu	Nombres de las cuentas						Penamaan peti mel	Penamaan mailbox	Nomenclatura da caixa de correio			Ονομασία γραμματοκιβωτίου					Tên hộp thư	
	8	The name of mailboxes (and aliases) cannot be longer than 30 characters, and can only contain letters [a-z], numbers [0-9], dash, dot, underscore and plus [-._+].	A postafiókok és alias-ok neve legfeljebb 30 karakter hosszú lehet, és csak az angol abc betűit [a-z], számokat [0-9], pontot, kötőjelet, áhúzásjelet és plusz jelet [.-_+] tartalmazhat.	Il nome delle caselle (e degli alias) non può essere più lungo di 30 caratteri, e può contenere solo lettere [a-z], numeri [0-9], trattini, punti, underscore e segno più [-._+].	Pastkastīšu (un aizstājvārdu) nosaukumi nedrīkst būt garāki par 30 rakstzīmēm un var ietver tikai sekojošus simbolus [a-z],[0-9], [-._+].			Der Name von Postfächern (und Aliasen) darf nicht länger als 30 Zeichen sein und darf nur aus den Buchstaben [a-z], den Ziffern [0-9], dem Minuszeichen, dem Punkt, dem Unterstrich und dem Pluszeichen bestehen [-._+].	Имя почтового ящика (и псевдонимы) не могут быть длиннее 30 символов и могут содержать только буквы [a-z], числа [0-9], тире, точку, подчёркивание и знак плюса [-._+].	Nazwa skrzynek pocztowych (i aliasów) nie może być dłuższa niż 30 znaków i może zawierać tylko litery [az], cyfry [0-9], myślnik, kropkę, podkreślenie i plus [-._ +]				Jméno mailboxu (a aliasu) nesmí být delší než 30 znaků, může obsahovat pouze písmena [a-z], číslice [0-9], tečku, pomlčku, spodní podtržítko, plus a mínus [.-_+-].	El nombre de las cuentas de correo electrónico (y los alias) no pueden tener más de 30 caracteres y sólo pueden contener letras [a-z], números [0-9], guión, punto, guión bajo y el signo más [-._+].						Nama peti mel (dan nama alias) tidak boleh lebih daripada 30 huruf, dan hanya boleh mengandungi huruf [a-z], nombor [0-9], sengkang, titik, palang bawah dan tambah [-._+].	Nama mailbox (dan aliasnya) tidak bisa lebih dari 30 karakter dan hanya berisi huruf [a-z], angka [0-9], strip atau tanda minus, tanda titik, garis bawah dan tanda plus [-._+].	O nome das caixas de correio (e aliases) não podem ser superiores a 30 caracteres, e podem conter apenas letras [a-z], números [0-9], traço, ponto sublinhado e mais [-._ +].			Το όνομα των γραμματοκιβωτίων (και των ψευδωνύμων) δεν μπορεί να υπερβαίνει τους 30 χαρακτήρες και μπορεί να περιέχει μόνο γράμματα [a-z], αριθμούς [0-9], παύλα, κουκκίδα, υπογράμμιση και συν [-._ +].					Tên hộp thư không được phép quá 30 kí tự, và chỉ được quy định là chữ [a-z], số [0-9], dấu gạch ngang [-], dấu chấm[.], dấu gạch dưới [_] và dấu cộng [+]	
	2	Open-source						Open-source			開放原始碼										Sumber  terbuka		Código aberto			Ανοικτού-Κώδικα					Mã nguồn mở	
	8	Publicly hosted on [GitHub](https://github.com/Gilwyad/mailnesia.com) where it is possible to view all source code, submit changes, leave comments, open issues for bug reports and feature requests. 						Öffentlich gehosted auf [GitHub](https://github.com/Gilwyad/mailnesia.com) wo der komplette Quell-Code eingesehen, Änderungen vorgeschlagen, Kommentare hinterlassen, Problemmeldungen und Wünsche hinterlassen werden können. 		Publicznie hostowany na GitHub, gdzie można wyświetlać cały kod źródłowy, przesyłać zmiany, zostawiać komentarze, otwierać problemy z raportami o błędach i żądaniami funkcji.										 	Dihoskan secara umum di [GitHub] (https://github.com/Gilwyad/mailnesia.com) di mana anda boleh melihat semua kod sumber, mengemukakan perubahan, meninggalkan komen, melaporkan sebarang isu atau ralat dan permintaan ciri-ciri baru.		Publicamente hospedado no [GitHub](https://github.com/Gilwyad/mailnesia.com), onde é possível ver todo o código fonte, sugerir alterações, deixar comentários, informar bugs e solicitar novos recursos.			Φιλοξενείται στο [GitHub] (https://github.com/Gilwyad/mailnesia.com) όπου είναι διαθέσιμος όλος ο πηγαίος κώδικας, στο GitHub μπορείτε να βελτιώστε τον κώδικα, να καταχωρίστε σχόλια, αναφορές σφαλμάτων και αιτήματα επεκτάσεων.					Được lưu trữ công khai trên [GitHub](https://github.com/Gilwyad/mailnesia.com), nơi có thể xem tất cả mã nguồn, gửi thay đổi, để lại nhận xét, các vấn đề mở cho báo cáo lỗi và yêu cầu tính năng.	
